,Legacy Xpaths,Components,Styles,Given Components,Given Styles,Match
643,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/section/section/p/fn/sttxlink,footnote,Footnote Text,footnote,Footnote Text,TRUE
644,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/section/section/p/fn/sttxlink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
645,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/section/section/title,section,TRContentLevel4,section,TRContentLevel4,TRUE
646,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/section/note,note,TRNote,note,TRNote,TRUE
647,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/section/note/p,note,TRNote,note,TRNote,TRUE
648,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/section/note/p/plcitelink,note,TRNote,note,TRNote,TRUE
649,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/section/note/p/plcitelink/marker,note,TRNote,note,TRNote,TRUE
650,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/section/note/p/case,note,TRNote,note,TRNote,TRUE
651,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/section/note/p/case/casepart,note,TRNote,note,TRNote,TRUE
652,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/section/note/p/case/casepart/casedisplay,note,TRNote,note,TRNote,TRUE
653,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/section/note/p/case/casepart/casedisplay/cslink,note,TRNote,note,TRNote,TRUE
654,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/section/note/p/case/casepart/casedisplay/cslink/marker,note,TRNote,note,TRNote,TRUE
655,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/section/note/p/xref,note,TRNote,note,TRNote,TRUE
656,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/section/note/p/xref/marker,note,TRNote,note,TRNote,TRUE
657,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/section/note/p/b,note,TRNote,note,TRNote,TRUE
658,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/section/note/p/irclink,note,TRNote,note,TRNote,TRUE
659,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/section/note/p/irclink/marker,note,TRNote,note,TRNote,TRUE
660,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/section/note/p/exreflink,note,TRNote,note,TRNote,TRUE
661,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/section/note/p/exreflink/marker,note,TRNote,note,TRNote,TRUE
662,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/section/note/p/i,note,TRNote,note,TRNote,TRUE
663,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/section/note/p/sttxlink,note,TRNote,note,TRNote,TRUE
664,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/section/note/p/sttxlink/marker,note,TRNote,note,TRNote,TRUE
665,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/section/note/p/fn,footnote,Footnote Text,footnote,Footnote Text,TRUE
666,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/section/note/p/fn/momlink,footnote,Footnote Text,footnote,Footnote Text,TRUE
667,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/section/note/p/fn/momlink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
668,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/section/note/p/fn/strulink,footnote,Footnote Text,footnote,Footnote Text,TRUE
669,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/section/note/p/fn/strulink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
670,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/section/note/p/fn/stformlink,footnote,Footnote Text,footnote,Footnote Text,TRUE
671,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/section/note/p/fn/stformlink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
672,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/section/note/p/fn/i,footnote,Footnote Text,footnote,Footnote Text,TRUE
673,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/section/note/p/fn/case,footnote,Footnote Text,footnote,Footnote Text,TRUE
674,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/section/note/p/fn/case/casehistoryphrase,footnote,Footnote Text,footnote,Footnote Text,TRUE
675,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/section/note/p/fn/case/casepart,footnote,Footnote Text,footnote,Footnote Text,TRUE
676,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/section/note/p/fn/case/casepart/casedisplay,footnote,Footnote Text,footnote,Footnote Text,TRUE
677,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/section/note/p/fn/case/casepart/casedisplay/cslink,footnote,Footnote Text,footnote,Footnote Text,TRUE
678,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/section/note/p/fn/case/casepart/casedisplay/cslink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
679,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/section/note/p/fn/irclink,footnote,Footnote Text,footnote,Footnote Text,TRUE
680,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/section/note/p/fn/irclink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
681,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/section/note/p/fn/plcitelink,footnote,Footnote Text,footnote,Footnote Text,TRUE
682,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/section/note/p/fn/plcitelink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
683,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/section/note/p/fn/sttxlink,footnote,Footnote Text,footnote,Footnote Text,TRUE
684,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/section/note/p/fn/sttxlink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
685,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/section/p,paragraph,TRNormal,paragraph,TRNormal,TRUE
686,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/section/p/strulink,paragraph,TRNormal,paragraph,TRNormal,TRUE
687,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/section/p/strulink/marker,paragraph,TRNormal,paragraph,TRNormal,TRUE
688,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/section/p/oaglink,paragraph,TRNormal,paragraph,TRNormal,TRUE
689,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/section/p/oaglink/marker,paragraph,TRNormal,paragraph,TRNormal,TRUE
690,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/section/p/case,paragraph,TRNormal,paragraph,TRNormal,TRUE
691,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/section/p/case/casepart,paragraph,TRNormal,paragraph,TRNormal,TRUE
692,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/section/p/case/casepart/casedisplay,paragraph,TRNormal,paragraph,TRNormal,TRUE
693,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/section/p/case/casepart/casedisplay/cslink,paragraph,TRNormal,paragraph,TRNormal,TRUE
694,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/section/p/case/casepart/casedisplay/cslink/marker,paragraph,TRNormal,paragraph,TRNormal,TRUE
695,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/section/p/irclink,paragraph,TRNormal,paragraph,TRNormal,TRUE
696,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/section/p/irclink/marker,paragraph,TRNormal,paragraph,TRNormal,TRUE
697,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/section/p/exreflink,paragraph,TRNormal,paragraph,TRNormal,TRUE
698,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/section/p/exreflink/marker,paragraph,TRNormal,paragraph,TRNormal,TRUE
699,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/section/p/i,paragraph,TRNormal,paragraph,TRNormal,TRUE
700,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/section/p/sttxlink,paragraph,TRNormal,paragraph,TRNormal,TRUE
701,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/section/p/sttxlink/marker,paragraph,TRNormal,paragraph,TRNormal,TRUE
702,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/section/p/xref,paragraph,TRNormal,paragraph,TRNormal,TRUE
703,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/section/p/xref/marker,paragraph,TRNormal,paragraph,TRNormal,TRUE
704,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/section/p/fn,footnote,Footnote Text,footnote,Footnote Text,TRUE
705,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/section/p/fn/oaglink,footnote,Footnote Text,footnote,Footnote Text,TRUE
706,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/section/p/fn/oaglink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
707,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/section/p/fn/momlink,footnote,Footnote Text,footnote,Footnote Text,TRUE
708,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/section/p/fn/momlink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
709,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/section/p/fn/case,footnote,Footnote Text,footnote,Footnote Text,TRUE
710,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/section/p/fn/case/casehistoryphrase,footnote,Footnote Text,footnote,Footnote Text,TRUE
711,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/section/p/fn/case/casepart,footnote,Footnote Text,footnote,Footnote Text,TRUE
712,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/section/p/fn/case/casepart/casedisplay,footnote,Footnote Text,footnote,Footnote Text,TRUE
713,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/section/p/fn/case/casepart/casedisplay/cslink,footnote,Footnote Text,footnote,Footnote Text,TRUE
714,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/section/p/fn/case/casepart/casedisplay/cslink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
715,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/section/p/fn/i,footnote,Footnote Text,footnote,Footnote Text,TRUE
716,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/section/p/fn/i/exreflink,footnote,Footnote Text,footnote,Footnote Text,TRUE
717,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/section/p/fn/i/exreflink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
718,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/section/p/fn/irclink,footnote,Footnote Text,footnote,Footnote Text,TRUE
719,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/section/p/fn/irclink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
720,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/section/p/fn/stformlink,footnote,Footnote Text,footnote,Footnote Text,TRUE
721,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/section/p/fn/stformlink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
722,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/section/p/fn/strulink,footnote,Footnote Text,footnote,Footnote Text,TRUE
723,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/section/p/fn/strulink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
724,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/section/p/fn/treglink,footnote,Footnote Text,footnote,Footnote Text,TRUE
725,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/section/p/fn/treglink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
726,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/section/p/fn/sttxlink,footnote,Footnote Text,footnote,Footnote Text,TRUE
727,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/section/p/fn/sttxlink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
728,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/section/title,section,TRContentLevel3,section,TRContentLevel3,TRUE
729,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/ul,list,TRNormal,list,TRNormal,TRUE
730,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/ul/li,list,TRNormal,list,TRNormal,TRUE
731,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/ul/li/xref,list,TRNormal,list,TRNormal,TRUE
732,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/ul/li/xref/marker,list,TRNormal,list,TRNormal,TRUE
733,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/note,note,TRNote,note,TRNote,TRUE
734,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/note/ul,list,TRNormal,list,TRNormal,TRUE
735,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/note/ul/li,list,TRNormal,list,TRNormal,TRUE
736,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/note/ul/li/fn,footnote,Footnote Text,footnote,Footnote Text,TRUE
737,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/note/ul/li/fn/sttxlink,footnote,Footnote Text,footnote,Footnote Text,TRUE
738,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/note/ul/li/fn/sttxlink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
739,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/note/example,example,TRExample,example,TRExample,TRUE
740,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/note/example/p,example,TRExample,example,TRExample,TRUE
741,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/note/example/p/fn,footnote,Footnote Text,footnote,Footnote Text,TRUE
742,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/note/example/p/fn/case,footnote,Footnote Text,footnote,Footnote Text,TRUE
743,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/note/example/p/fn/case/casepart,footnote,Footnote Text,footnote,Footnote Text,TRUE
744,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/note/example/p/fn/case/casepart/casedisplay,footnote,Footnote Text,footnote,Footnote Text,TRUE
745,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/note/example/p/fn/case/casepart/casedisplay/cslink,footnote,Footnote Text,footnote,Footnote Text,TRUE
746,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/note/example/p/fn/case/casepart/casedisplay/cslink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
747,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/note/example/p/irclink,example,TRExample,example,TRExample,TRUE
748,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/note/example/p/irclink/marker,example,TRExample,example,TRExample,TRUE
749,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/note/example/p/sttxlink,example,TRExample,example,TRExample,TRUE
750,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/note/example/p/sttxlink/marker,example,TRExample,example,TRExample,TRUE
751,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/note/example/title,example,TRExample,example,TRExample,TRUE
752,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/note/p,note,TRNote,note,TRNote,TRUE
753,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/note/p/xref,note,TRNote,note,TRNote,TRUE
754,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/note/p/xref/marker,note,TRNote,note,TRNote,TRUE
755,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/note/p/b,note,TRNote,note,TRNote,TRUE
756,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/note/p/plcitelink,note,TRNote,note,TRNote,TRUE
757,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/note/p/plcitelink/marker,note,TRNote,note,TRNote,TRUE
758,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/note/p/sttxlink,note,TRNote,note,TRNote,TRUE
759,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/note/p/sttxlink/marker,note,TRNote,note,TRNote,TRUE
760,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/note/p/irclink,note,TRNote,note,TRNote,TRUE
761,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/note/p/irclink/marker,note,TRNote,note,TRNote,TRUE
762,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/note/p/exreflink,note,TRNote,note,TRNote,TRUE
763,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/note/p/exreflink/marker,note,TRNote,note,TRNote,TRUE
764,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/note/p/fn,footnote,Footnote Text,footnote,Footnote Text,TRUE
765,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/note/p/fn/strulink,footnote,Footnote Text,footnote,Footnote Text,TRUE
766,/book/conceptgroup/concept/collapseBody/conceptpart/conbody/note/p/fn/strulink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
